landlord,country_code,city,state,zip,review,repair,health,stability,privacy,respect,date_added,flagged,flagged_reason,admin_approved,admin_edited
16-18 SUTHERLAND ASSOCIATES,US,BOSTON,MASSACHUSETTS,02135,"Stable rent and no large increases outside basic inflation. Great onsite property manager, friendly and respectful.",4,4,5,5,5,2023-04-20T14:18:32.197Z,false,,,false
BROADSTREET,CA,CALGARY,ALBERTA,T3P1X0,"Broadstreet is a newer company to Calgary but my epxerience with them is mostly tainted by how bad the quality of the buildings they make are. They do have pet friendly units, which is rare here, and a 24/7 service line. However, trying to park in the parking spot you paid for? Nope, they won't tow, YOU have to tow. You can't tow? Too bad! Guess that $70 a month you're paying for that space is meaningless. Want to sleep? Not in these buildings with there 0 sound prooding between walls and floors. No reliable electricity either! Constantly losing power!

However, the real kicker is the rent rate. Alberta has no rent control and so they decided to raise my rent by $400 a month for a one bedroom unit. Realising they're hemmorraging people they also delightfully tried to give me a limited time deal to pressure me into resigning.  I was so dissapointed in my living experience witht them.",2,4,1,2,3,2023-04-20T14:18:53.182Z,false,,,false
RENÉ SAILLANT,CA,QUÉBEC,QUEBEC,G1S2E7,"Mauvais propriétaire. Nous avons eu des infiltrations d'eau depuis que nous sommes emménagés et cela n'a jamais été réparé. Nous a menti a plusieurs reprises concernant des réparations qu'il allait faire, il faut quasiment le harceler pour avoir le miminum. En plus il est irrespectueux.",1,1,2,2,1,2023-04-20T14:19:42.267Z,false,,,false
VANCE JOUDREY,CA,HALIFAX,NOVA SCOTIA,B3L1S1,Worst landlord I've had. The apartment itself was not well kept by the landlord. The tennants below me had major mold and water damage issues he did not repair. My experience with repairs was that he would only ever fix something if it was absolutely necessary. A broken toilet? Yes. But a light fixture on the porch roof that was leaking through with water? Never. Whenever I did communicate with him I felt like I had to be careful not to anger him. Whenever he came by the unit for maintenance he would always be on the phone yelling at someone. It scared me. I eventually found myself another place and was so relieved to never have to deal with him again. He honestly scared me. I managed to get my damage deposit back only after threatening to take him to the tenancy board. Otherwise I'm sure he would have ghosted me even though I painted the whole apartment and it was in better condition than when I moved in. Only thing I can say on the positive side was my rent was decent at the time. But the unit wasn't worth a penny more. I'm sure he's charging double now.,1,1,3,2,1,2023-04-20T14:24:53.569Z,false,,,false
SUSHEELA BARU,CA,WATERLOO,ONTARIO,N2T1H8,"Ms. Baru seemed to be extremely distrustful as a landlord, believing from the offset that there would be trouble with us as tenants based on her opinion of previous tenants. She even claimed that she would withhold our legal last month rent deposit as a damage deposit illegally. 

Throughout our rental period, Ms Baru exercised her right to have the house reassessed for sale, though she kept maintaining that she would not sell and displace us. We believe that she did try to illegally evict us by claiming that an above allowance rent increase was necessary to cover her carrying costs, and that should we be unable to pay she would have to let one of her children live there. She did eventually back down once we asked her to send the correct notices. 

Overall, Ms Baru was very hands-off except in cases where she seemed to want to cash in on her property. I would not recommend her as a landlord and believe that she charges too much for the property.",3,3,2,5,2,2023-04-20T14:25:23.939Z,false,,,false
LAMPE TOWERS,CA,THORNHILL,ONTARIO,L3T2B9,"Terrible place to live. Stay far away

The building is absolutely infested with bedbugs, or at least the 3rd floor is.

Every few months there are random 'inspections' (because they KNOW they will find them) followed by a completely pointless and ineffectual chemical spray. New neighbours moving in would inevitably get them too after just a few weeks, and since units are only treated one at a time to save money (instead of quarantining the floor/building like you are supposed to) the bugs just move around as they're driven from one apartment to another.

They also engage in illegal rent increases through sneaky means. I was told the garage was to be renovated, with my parking spot temporarily moved outside. When renovations were 'finished', I was not informed. Then had my fees jacked way up after asking to move back inside. 

Terrible bookkeeping as well -- we would frequently get eviction notices for non-payment of rent EVEN WHEN WE PAID IN FULL. We would have to go through the entire ordeal of contacting a paralegal and going through the tenant board only for them to block it (obviously, since we paid!). 

We ended up moving away because we could not afford the legal fees that would have been required to fight it all.

Terrible landlord, terrible property managers, terrible building.",3,1,1,2,1,2023-04-20T14:28:28.013Z,false,,,false
ERIC PON,CA,VANCOUVER,BRITISH COLUMBIA,V5Y1X5,"Eric is a really easy going, nice landlord. His rents are always fairly reasonable and he never tries to raise them more than he’s legally allowed. He stays out of your business as long as you’re quiet and pay your rent on time. I’ve painted my place and he’s fine with that. Biggest complaint is maintenance. He’ll cut a hole in your wall to fix a leaky pipe and then just use duct tape to repair the hole in the wall. Shelf falling down? Just stick a broom handle under it to hold it up. That kind of thing. As long as it works, right? Another complaint is that I know he’s entered my suite without notice but I can’t prove it. I did find a paper coffee cup that wasn’t mine in a garbage can though. And my shower curtain had been opened when I know I had it closed. My neighbour told me that he came in to her apartment with some potential buyers (he was selling the building) while she was in bed, asleep. She was a nurse and worked some weird shifts so that’s why she was in bed during the day. Anyway, it scared the crap out of her. Having said all that I’d still consider renting from Eric again. 🤷🏻‍♂️",2,3,5,1,5,2023-04-20T14:35:06.365Z,false,,,false
CUSHMAN AND WAKEFIELD,US,LOS ANGELES,CALIFORNIA,90013,Cushman and Wakefield are much worse than the management group before them. They removed a lot of services like lockout services and complimentary parking for EV chargers in the public lot while raising rents dramatically. The gate to the parking lot hasn't been fixed for probably 2 months or more. The new management is unfriendly. Seems like they took over just to nickel and dime us. I'll be avoiding all Cushman and Wakefield properties in the future.,1,4,3,5,3,2023-04-20T14:42:10.423Z,false,,,false
TIMOTHY MARTYN,CA,PETERBOROUGH,ONTARIO,K9J3P8,"Promised my unit to the convicted drug dealers living upstairs (before I moved in or met him) then stubbornly refused to even try to evict them when they began repeatedly assaulting me.  Never once did ANY maintenance (aside from an unreasonable & overbearing obsession about smoke alarms), but ""inspected"" endlessly (~30 times in 2&½ years, frequently appearing without proper notice even after being ordered by the LTB to stop). Never repaid me for anything that I paid for out of pocket despite promising to. Tried to force me into a new, worse lease before I'd even spent three weeks in the apartment by claiming that ""month-to-month"" meant that I had to sign a new lease EVERY month. Used the apartment for his own personal storage. Stopped paying the power bill that he was responsible for. Blamed me for the upstairs tenants destroying his house and literally filling the property with garbage. Told the police that I threw a rock OUT of my own kitchen window at the neighbours when the exact opposite had happened. Tried to insist that I owed him a rent deposit AFTER I moved in, and tried to evict me based on false & self-contradictory evidence. Lied himself blue in the face trying to convince the LTB that I had done ANYTHING wrong. Killed several of my pet animals and nearly my 5y.o. daughter & I as well by leaving an ozone generator running non-stop upstairs all weekend without telling us, and then whined to the LTB that I demanded he turn it off.",1,1,1,1,1,2023-04-20T12:31:18.560Z,true,"I just submitted this and realized that the postal code should be K9J 3P8 instead.
Sorry. Thanks. >_<",true,true
SERGAKIS,CA,MONTREAL,QUEBEC,H3H2G1,"The only upside of having them as a landlord is that they own so many buildings they will only contact you when absolutely necessary, and by email. 

They raised our rent, threatened legal action when we tried to move out. They also refused the first 3 replacements we found for them, and took days to reply each time, meaning we had to pay an extra month of rent even though we have moved out, as no one had been approved to take the apartment over yet. The appartement had gotten the “landlord” paint job (white over everything) which did damage the internet plug and some of the door hinges. 

They seem to own everything, we see their signs everywhere, so I am posting here. I would never recommend Sergakis, even to my worse enemy. This review could be even harsher but I am still nervous from their threats of taking legal actions against us.",1,1,3,4,1,2023-04-20T14:44:09.702Z,false,,,false
KW PROPERTY MANAGEMENT,CA,KITCHENER,ONTARIO,N2H3M8,"Landlord did not want to maintain the building, do repairs or deal with problematic tenants. KW Property works extremely hard to ensure they don’t do any actual work. When you call in and actually do speak to someone they’re childish and argumentative. Their solution to any problems is to offer you one month rent back to move immediately. Terrible.",1,1,1,1,1,2023-04-20T14:49:54.812Z,false,,,false
BARCLAY STREET REAL ESTATE,CA,CALGARY,ALBERTA,T3C1E8,"Relatively high turnover means you might have a new property manager every couple months, but if you stay on top of them issues will get resolved. The Building Operator is onsite often enough, but they would rather  ‘observe and report’ issues like “move your motorcycle” instead of grabbing a broom a cleaning up all the garbage that blows in from the alley.",3,5,3,5,4,2023-04-20T14:50:01.086Z,false,,,false
SPOTTED PROPERTIES,CA,HAMILTON,ONTARIO,L8L5Z1,"These guys suck! Every time we would call for a repair, they would send someone that didn’t know how to do the job! We had flooding for months and it took the actual landlord to step in because the property management team didn’t want to spend money on an actual plumber. The repair guys also regularly gaslit us saying “did that actually happen? I don’t see many signs of water”. And when we had a black mold problem, also gaslit is on that! Also, if we were even 1 day late on our rent, they would send relentless eviction notices! Multiple a week! Even if we paid already.",1,1,2,5,1,2023-04-20T14:53:56.975Z,false,,,false
ON TIME MANAGEMENT,US,LONG BEACH,CALIFORNIA,90813,I have been under On Time Management for about two years. If you do have any maintenance request they fulfil it asap. But if there are a damages that occur out of your control (like broken window) they do fix it but charge the tenants for the repairs. If you have any concerns they do try to help you as much as possible. I am about to move and I am hoping they do provide the deposit back.,4,1,2,3,4,2023-04-20T14:57:05.882Z,false,,,false
"WA ""WINNIE"" CHEN",CA,TORONTO,ONTARIO,M4Y0A2,"We moved in mid COVID when rents were slightly depressed. Things were fine for about a year when rents picked back up and surprise surprise, here comes the N12 eviction.

As I mentioned, no complaints before the eviction, but if I knew in advance I wouldn't sign up to move twice in two years so I'm giving you all the heads up that this person is an N12 abuser.",5,5,1,5,1,2023-04-20T14:57:37.930Z,false,,,false
SCHOTTENSTEIN REAL ESTATE GROUP,US,COLUMBUS,OHIO,43035,"I've lived in 2 different Schottenstein Real Estate Group rental properties over the last 7 years, and can't say enough good for their amenities, staff, maintenance team, rental plans, and community events and engagement. The communities are laid out well, they have phenomenal pool, patio, pet, garden, workout, business, and event facilities. The staff and maintenance team are top notch, super helpful and responsive. I've never had any questions or maintenance requests go beyond same-day response/service, which is outstanding. There are tons of events to suit families, adults, and kids regularly, and they have weekly food trucks come in, which is a ton of fun to meet neighbors and enjoy good food. The apartment units are nice as well, as it goes for apartments. I've always lived in a 2 bed townhouse style unit, so my comments should be considered applicable to that experience. Having a 2 bed, 2.5 bath townhome with an attached garage at the prices offered is a great find. The newer communities have granite countertops and deep, large kitchen sinks, sleek cabinetry, crown moulding in the living area, large windows with quality blinds. On the downside - storage is a challenge - the newer properties offer a kitchen island, but it sacrifices storage space tremendously compared to earlier SRE Group kitchens. Bedroom closets in the townhomes offer a great deal of space for clothes hanging, but are narrow which doesn't allow for much more(eg shoes or other storage). they're workable, but you need to be creative with the space offered. Based on my personal experience, I wish the townhomes were a bit larger, to offer more storage - but they're very nice units none the less. The lease terms are the best you'll find. After a 12 month lease term, you move to a month to month set up, where the conditions of the lease still apply, but you only need provide 30 day notice if you intend to move out. That allows for a ton of flexibility that is unheard of with other rental companies. In the past, rent would only be raised at most 1x in a 12 month period. Not sure if that's still the case, but my rent hasn't always increased year over year (7 years in, only 3 rent increases), and when it has increased its been extremely reasonable. Because Schottenstein is local to Columbus, they know the market, the local trends, prime areas etc. Having that local touch makes a tremendous difference in the tenant experience. Can't recommend them enough.",5,5,5,5,5,2023-04-20T14:58:48.784Z,false,,,false
ROMANY MALEK,US,BAYONNE,NEW JERSEY,07002,"First class slum lord.
Repairs nothing.
100% greedy.",1,1,1,1,1,2023-04-20T15:01:35.588Z,false,,,false
WASHINGTON PROPERTIES,US,EVAN’S,COLORADO,80620,"A disrespectful and unprofessional group of people who make you pay your rent in cash, and don’t provide receipts.",3,3,4,4,1,2023-04-20T15:03:45.472Z,false,,,false
RICHARD BRACKENBERRY,CA,LONDON,ONTARIO,N5X2N6,Screwed us on rent multiple times and refused to inform/move out previous tenants  causing us to have to spend a fortune on last minute rental. Threatened and harassed us after even though we paid the deposit and never got a refund despite not being able to move in.,1,1,1,1,1,2023-04-20T15:05:58.949Z,false,,,false
OLYMPUS PROPERTIES (5511 CHARLES STREET),CA,HALIFAX,NOVA SCOTIA,B3K1K1,"Lived at 5511 Charles Street for 5 Years. I've had very little complaints. fairly clean thought-out the building, They're constantly updating apartments with dishwasher and remodeling the bathrooms. (not just a coat a paint)  The super is super nice. I've had to deal with the super James a couple of times, and he's wonderful. Every time something broke or every time I forgot my keys he was around to help me out very quickly. I haven't had to deal with the corporate side of the company so I'm unsure how they are.
The building says its cat/dog free but Everyone has cats, myself included. its a very animal friendly building. 
If you manage to get into this building before all the crazy rent hikes its a very affordable place. IDK what units are going for now.

I would say my only real complaint is that they're mice but honestly every building in Halifax has mice. If you have a cat your all set. 
I also dont like that Parking is 100$ extra a month",3,2,5,5,4,2023-04-20T15:10:44.747Z,false,,,false
ARIF,US,TOMBALL,TEXAS,77375,"Very courteous, addresses issues and repairs instantly",5,5,5,5,5,2023-04-20T15:14:12.797Z,false,,,false
DOMINIQUE DURAND,CA,MONTREAL,QUEBEC,H4G2Y9,"Horrific experience.  The top unit literally collapsed, dropping asbestos on a pregnant woman who lived there alone -- then she was evicted a few months later so that the landlord could take her unit THEN she moved in to the larger basement unit because those tenants ran away from her.

Total narcissist -- Complained about my dog constantly (eating cookies was too loud) despite her taking several walks a day and leaving her dogs behind to bark and cry.",1,1,1,1,1,2023-04-20T15:16:17.087Z,false,,,false
WILLIAM D. NORRIS PROPERTIES L.C.,US,OGDEN,UTAH,84404,Place was very dirty when I moved in. Repairs take forever to get done.,2,2,3,4,3,2023-04-20T15:18:33.947Z,false,,,false
"EXECUTIVE INVESTMENTS, INC.",US,LONG BEACH,CALIFORNIA,90813,"I was under them for about one or two years. They are the type of management that only keeps a building for the required two years, sells it, and moves on. We requested repairs with them and they sent the most ineffective maintenance team ever. If the repair invoice was too expensive for them, even if under market value, they would cancel further repairs. If repairs were approved they were done in the worst possible cheapest way. They knew the building had leaking problems which then caused black mold to grow but they still rented the spaces. They would advertise an apartment with certain amenities (free fridge, gas, trash, sewer, parking space, etc.) and with a certain price but the moment of filling out the paperwork they would remove the amenities and raise the rent price. They are very unorganized and seem to lose track of what was advertised on their page in regard to the apartments. They had no control over what charges were for what and who had to be paying for them. They as well would just show up to the apartments demanding to come in. If they provided a notice it was within the 24-hour mark but they would state for only one location (like asking for access to the garage) for them this represented the whole apartment. No, if you only state one location that is it. They then would call you non-stop and demand you leave work to open for them. They also lost copies of the keys to our apartment. I had to install cameras to catch them trying to come in and asking them to leave/stating to them at what time I would arrive. If you did email/call them with any concerns the person was very rude and talked back to you. Very unprofessional. I was very dumb when renting from them and have learned my lesson. I suggest to please find a different landlord. Please don't deal with them.",1,1,1,1,1,2023-04-20T15:20:10.948Z,false,,,false
ADVENIR AT WYNDAM,US,LONGMONT,COLORADO,80501,"These guys will never change, they are owned by crooks who are looking to exploit the outrageous housing market in CO. I fell for the cheap price, now we're paying for it.
1. My door has been broken into 3 times now, to which they have LITERALLY ZERO concern for, they kick people out on the street like trash and have never once opened their hot tub since I've lived here (6 months).
There are always vagrants running around through the neighborhood terrorizing the apartment complex - breaking into cars, breaking into apartments, stealing things off balconies etc.
2. They make money off of towing vehicles that are in the same spot for 3 days, or expired plates within the grace period, or your friends visiting, or any other way they can find to tow your car. Not to mention they tow it all the way to Denver so expect to pay more than $400 for a tow.
3. Their leasing staff isn't trained on the restrictions on the lease (which is literally their f*ing job) and they tell you lies before you rent so once you've signed the contract they can threaten to terminate your lease for following the direction of the leasing agent.
4. They don't do a damn thing before you move into the apartment too, all empty apartments have their smoke alarms beeping because THAT is how cheap these people are. When we moved in our dishwasher was leaking all over the floor, the garbage disposal was clogged and didn't work, none of the outlets in the kitchen worked, and its clear they don't paint or clean before they rent because the floors were FILTHY and the toilets had nasty stains, not to mention the rings around the bathtub, and the lock on the front door was broken. They over work and under pay their maintenance people, which is insane for the prices they change compared to the quality of hosing they provide.
5. Since I live on the basement floor I put up lattice for privacy (due to literally every complaint listed above) and also because the leasing agent told us we could, but as soon as I spent $100 to make it nice and look good they threatened to terminate my lease if I don't take it down.",1,1,3,1,1,2023-04-20T15:25:02.040Z,false,,,false
LA COURT,US,SOMERVILLE,MASSACHUSETTS,02144,"La court is a big landlord in Somerville. I rented with them for four years. Overall they provided an okay unit and did any necessary repairs. Washer was broken for months before they replaced it. Don’t expect anything special, but it was fine. However being a big corporate landlord they decided to not offer renewals to anyone so they could renovate the building and raise the rent. Standard corporate fuckery",2,3,3,4,3,2023-04-20T15:27:27.038Z,false,,,false
EQUITY RESIDENTIAL,US,BRAINTREE,MASSACHUSETTS,02184,"Equity is reliable. You get what you pay-for. There's an on-site maintenance staff, and they *will* show up if you have an issue. The units are relatively good quality too. I've lived with them a couple times, and while I've sometimes found some things that weren't 100% move-in ready, they've usually fixed them in reasonably short order. They also won't screw you on your security deposit. Small holes, carpet issues, whatever... they re-paint and re-carpet regularly anyway, so as long as you complete your lease and don't do anything too egregious, you *probably* won't see any deductions. I've rented from them several times in several different places and this has usually held true.

HOWEVER, they will raise your rent every year to ""market rate"" - often to the tune of hundreds of dollars. It's all figured out by an algorithm, and the local staff has very little say in it. The only way to get around this is to research rentals in your area, and make a case to the central office that they have priced the unit incorrectly and provide evidence of comparable units at a lower price. If you can do this, they will usually drop the increase, but there will still be an increase. Don't like it? Better get ready to move. It's awful.

Overall, it's a huge trade-off. I'd rate my experience generally positive, but because of their pricing policies, I couldn't recommend them in good conscience to anyone who doesn't have a ton of disposable income. Renter beware.",5,5,1,4,5,2023-04-20T15:27:36.933Z,false,,,false
BELL TERMINUS,US,ATLANTA,GEORGIA,30305,"Pro: Great Location for those without a car at a relatively affordable price.
Con: 
1. Cleanness: Strong smell on the lobby floor was not addressed for months. Saw rodents in the building. 
2. The worst management: The leasing management team is a bunch of arrogant bastards trained to dismiss your problem and milk money from you. They lie, they don't even try to hide their ingenuity. You have some unpleasant experience and need their assistance, they'd say ""oh other people don't have the problem and this is not our responsibility.""
3. Unable to handle package: Last year they started to force everyone to use Fetch, a third-party delivery service that accepts your package and then delivers to you. In less than one year they made so many errors: package was late, scheduled delivery got canceled at the last minute for no reason, lied about you not being at home (I even waited at my door with my phone to record the evidence), missing package, non-existent customer support (no phone call option, all you can do is to create a ticket and wait for their reply).
Despite all the mess, the management staff would insist this is a ""reputable service"" (Google review 1.4 btw), and suggested that ""you had the problems because you didn't use it correctly"" (sure, my fault that their driver failed to deliver and lied). And they dared to charge an extra $20/month fee upon signing the contract. 
In the end, if you got other choice, avoid this place!",4,1,2,4,1,2023-04-20T15:29:24.557Z,false,,,false
MANTHA INVESTMENTS INC.,CA,MONTREAL,QUEBEC,H3B1M8,"The apt above us leaked into our bathroom. It was disgusting. They did not come to fix it for 4 months. Mold had grown rampant. We fought them at the TAL and lost. they ended up evicting us for no reason. It seems that they had connections at the TAL and despite our evidence against them the judge ruled in their favour. This was by far the worst landlord I have ever had. They are scumbags with absolutely no respect for their tenants. Other tenants from buildings they owned also came to us to see if our situation was the same. They claimed that they had rat problems and that they wouldn't turn on the heat during winter. Avoid these people at all cost, never rent from them.",1,1,1,1,1,2023-04-20T16:06:22.052Z,false,,,false
SMITH WILSON IV,US,ATHENS,GEORGIA,30605,"The worst landlord I’ve ever had. I lived in his rental house for 11 years. He and his wife lived next door. In the time I lived there, he never once did any maintenance or repairs. Never sprayed for bugs. I had to do everything. It got so bad that the roof was leaking in multiple places. Black mold appeared in every room. All my clothes and furniture were ruined. Stay far away from Smith Wilson IV. He’s a slumlord.",1,1,2,3,1,2023-04-20T16:12:32.438Z,false,,,false
ORIANA LANGIS,CA,OTTAWA,ONTARIO,K2G2P6,"The epitome of a parasitic slumlord. Just awful. Doesn't even understand the laws under which she makes profit. 

- leaves a rotten deck up so she can charge more for rent, tears it out after we move in and still raised rent the maximum amount as soon as she could. We asked her to at least remove all the nails from the deck teardown as we have a dog and didn't want them walking on old nails. She agreed, said it was done yet we still had to pick up over 170 nails ourselves, she didn't even try.

- washer and dryer were ancient and barely worked. She refused to replace and had the audacity to ask if she could store a relatively new washer/dryer in our garage while she tried to sell it (she bought new ones with the high rent we payed her for her own home and wouldn't even give us the old machines) 

- refused to pay for pest control even after I offered to pay half. Her reason was that I didn't let her know ahead of time but the only reason I didnt was because everything that was ever requested was never done so eventually you just stop asking.

-barricaded our back door so we wouldn't use it while she tore the deck down. She was scared of injuries/potential lawsuit if we used it. This is illegal (fire code reasons). She doesn't even understand the laws that govern this sort of thing.

-grossly overcharges for rent yet never ever uses any money to maintain the house.

- left a bunch of stuff in the basement cause she was too lazy to get rid of it before moving out.

-gave us grief when moving out for not cleaning even though we did. She blamed us for upsetting the new tenants when she wasn't able to set up a cleaning/painting service cause she had them moving in the same day we left as to not miss a single week of rent payments.

-everything always took far too long for no reason, she doesn't even work cause she charges so much for rent. So why does it take so long to get anything done? 

-there's more but that's the gist. Stay away!",1,1,2,3,1,2023-04-20T16:17:23.488Z,false,,,false
ROB HEYDON,CA,HAMILTON,ONTARIO,L8S1N8,"There is no possible way I can cover a years worth of dealing with this man in a written review. In short, if you rent with this man, prepare to have a multitude of issues with the house that 1) will not be fixed and 2) you will be blamed for. Prepare for him to show up to your house with zero notice. Prepare for an absolute dump of a unit, likely infested with mice, roaches, bed bugs, or all of the above. Rob and his wife are living walking scams. Avoid at all costs.",1,1,1,1,1,2023-04-20T16:18:13.755Z,false,,,false
BROADSTREET PROPERTY MANAGEMENT,CA,LETHBRIDGE,ALBERTA,T1H6H9,"During our year long lease, Broadstreet repeatedly ignored complaints of non-functioning furnaces/air conditioners (in a brand new building). They charge excessive fees for parking, having a cat, being on the ground floor, having an external entrance, paying your rent(!!) the list goes on. Anything they can possibly charge you for, they will. They will also refuse to repair defective equipment and try to charge you for their incompetence. Google reviews are largely accurate. Thankfully the tenancy board is effective, but it takes time and costs money. I wouldn’t recommend Broadstreet to my worst enemy.",1,4,1,5,1,2023-04-20T16:29:50.852Z,false,,,false
ROB MORGAN,CA,HALIFAX,NOVA SCOTIA,B3H3W9,"Absolute pleasure to rent from, always gets back to you in a timely manner and a real down-to-earth guy.",4,5,5,5,5,2023-04-20T16:35:04.444Z,false,,,false
CALATIS LTD,CA,KITCHENER,ONTARIO,N2G3M4,"John was a great landlord. A little judgy at times, but who wouldn't be considering some of the terrible tenants he's had to deal with. Always level headed and timely with repairs. The building elevator should have been replaced long ago (it works, but is very old), but really he runs a good place.",5,5,5,5,4,2023-04-20T16:44:05.282Z,false,,,false
ALMA PROPERTY MANAGEMENT,US,NEW YORK CITY,NEW YORK,10040,"The repairs are done by amateurs, “friends of management”, and they are shoddy at best. Every repair done in our apartment has fallen apart and had to be done at least twice to make it acceptable. 

There was lead in our apartment that we had been living with for years with a child, and when they found out, they tried to move us to another apartment that also had lead in it.

They do not send lease agreements with and agreed upon stipulations. They are general agreements that don't have anything to do with special circumstances of the renters.

The super barged into our apartment unannounced and proceeded to yell at us because we didn't answer their texts.

When you can finally get them on the phone, they will speak politely, but never follow through.",2,2,1,1,2,2023-04-20T16:44:45.654Z,false,,,false
MICHAEL MEHLEN,CA,CALGARY,ALBERTA,T4C3R9,"Overall, good landlord.",3,3,5,5,2,2023-04-20T16:46:13.863Z,false,,,false
BARRY MCCOCHINER,CA,SPUZZUM,BRITISH COLUMBIA,V0K2S0,"Barry is a neglectful landlord. When a hole appeared in the wall he just slapped duct tape over it, he also refused to deal with the rat in the wall because he claimed it talks to him and it’s name is Giuseppe. He doesn’t know what privacy is, I one time caught him using my own bathroom!",1,1,5,1,5,2023-04-20T16:50:18.383Z,false,,,false
MERAJ POURHOSSEIN,CA,WATERLOO,ONTARIO,N2L5P3,"Worst landlord experience of my life. Father and son scammer duo that are not on the same page. Neither know landlord-tenant laws. Rent out their basement illegally. Half the electrical outlets in the house don’t work.

Both show up with no notice and have nothing better to do than sit in common room creepishly waiting to ambush anyone who walks in. Son smokes several substances in the common areas.

Landlord will try to force tenants to do jobs that are the the landlords responsibility, such as shovelling snow off the driveway or clearing phallic shaped graffiti left on their garage left by previous angry tenants.

Took 11 days to fix broken internet, which another tenant did. May pull internet for current month after screaming at you. Yelled at another tenant for “breaking” their old, shitty laundry machine that desperately needs a replacement. 

Will threaten your living situation constantly, try to raise rent with no notice. Both have entered my living space without permission to yell about random things.

0/10 would not recommend. Save yourself the headache and live anywhere else.",1,2,1,1,1,2023-04-20T17:37:27.556Z,false,,,false
FALLS ON BULL CREEK APTS,US,AUSTIN,TEXAS,78759,"If you like running water, you'll hate this place!",2,1,2,2,2,2023-04-20T17:42:25.667Z,false,,,false
REBECCA YAO-RISHEA (JENNY JINY YAO),CA,MONTRÉAL,QUEBEC,H2T2Y6,"Jenny transferred ownership of her rental property to her daughter Rebecca and didn't inform us, Rebecca angrily came to our door once after she had apparently mailed a new lease agreement (we never received it despite it being ""certified mail""). But otherwise Jenny was a lovely landlady and had things repaired in a timely manner anytime anything broke.",4,4,5,5,5,2023-04-20T17:50:52.447Z,false,,,false
RICHELLE MARIE ONYSCHTSCHUK,CA,MONTRÉAL,QUEBEC,H3C1T7,"Richelle Onyschtschuk is a con artist, I don't believe she even owned the property she was renting to me, she was illegaly subletting it (there are records of this on the TAL website). She ""owns"" other property and lives in Vancouver, beware of this person.",2,1,1,1,1,2023-04-20T17:54:36.518Z,false,,,false
TONGDA PROPERTIES INC.,CA,MONTREAL,QUEBEC,H3X2H6,"The property management would raise the rent to the maximum they could, every year, no matter what. The superintendent is difficult to get a hold of, slow to act, and often speaks rudely/indifferently. The building is poorly maintained, and after living there a few years, several of the tenants spotted mice, rats, ants, cockroaches and bed bugs. Water damage to walls and ceilings were almost never fixed. The power went out constantly, and the building's fire alarm would often ring randomly due to defects. Reporting this to the building would often be met with hostility, disbelief, gaslighting and even vague eviction threats.",1,1,1,1,1,2023-04-20T17:55:54.912Z,false,,,false
SME PROPERTIES,US,BURBANK,CALIFORNIA,91506,In 7 years received 3 rent hikes with no justification other than their desire to remodel other vacant units. New kitchen faucet took a year to replace. Water damage happened once and never repaired then happened again years later with fungus coming out of floor. Response is waiting on insurance to approve.,1,1,2,3,3,2023-04-20T17:56:51.741Z,false,,,false
STEPHEN DANA,US,SOMERSET,MASSACHUSETTS,02726,Very respectful and fair,5,5,5,5,5,2023-04-20T18:00:31.651Z,false,,,false
PARK HILL LANE APARTMENTS,US,ALBANY,NEW YORK,12204,"This is run by a property management company.
Staff is rude. They don't like questions. Their attitude is ""This is my property. Do what I say"".  Maintenance is shabby. They do it just for the sake of it. Had to call the maintenance staff to fix the same issue multiple times. The property is not well maintained.
Overall arrogant and bossy.",2,1,3,3,1,2023-04-20T18:05:20.839Z,false,,,false
PREETI THOMAS/ ISSAC THOMAS,CA,MARKHAM,ONTARIO,L6C1T4,"There are so many issues with the landlords.
1. There house is filthy and infested with rats. After complaining like everyday for 3 weeks nothing they didn’t do anything.
2. There is no concern for privacy. Drunk landlord(Issac) would bang main door in the middle of the night.
3. Cleaning the common area was landlord responsibility and they never did(hired anyone) for it.
4. Internet sucks. And when I complained about it many times Issac verbally abused me. 
5. Landlords lived in Ottawa but they would randomly organize parties in their house in Markham and invite people who had no regards for tenants(drunk Indian men)
6. When we( me and another 2 tenants)decided to leave and broke the lease cause of the abuse mainly, Issac and Preeti used profanities.

So basically I won’t recommend new comers to go there. Trust me you won’t want another stupid headaches.


And there is one more thing I want to mention- Issac randomly left his mother in the house with no bed for her or food or money. She would cry all day and beg you. She doesn’t speak English and it’s difficult to understand. (I used speech to text and then converted in English) this is how I know about her story. This was the last straw I left this place within 4 days.",1,1,1,1,1,2023-04-20T18:06:15.977Z,false,,,false
